InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Month,Total cost
C548391,22698,PINK REGENCY TEACUP AND SAUCER,-1,3/30/2011 17:06,2.95,13488,United Kingdom,3,-2.95
C548392,21277,FRENCH STYLE EMBOSSED HEART CABINET,-1,3/30/2011 17:09,21.95,18075,United Kingdom,3,-21.95
C548453,22892,SET OF SALT AND PEPPER TOADSTOOLS,-6,3/31/2011 11:37,1.25,17428,United Kingdom,3,-7.5
C548454,M,Manual,-1,3/31/2011 11:42,5.7,16422,United Kingdom,3,-5.7
C548454,M,Manual,-1,3/31/2011 11:42,7.88,16422,United Kingdom,3,-7.88
C548454,M,Manual,-1,3/31/2011 11:42,0.22,16422,United Kingdom,3,-0.22
C548454,M,Manual,-1,3/31/2011 11:42,57.6,16422,United Kingdom,3,-57.6
C548456,M,Manual,-1,3/31/2011 11:49,57.6,16422,United Kingdom,3,-57.6
C548460,22426,ENAMEL WASH BOWL CREAM,-4,3/31/2011 11:58,3.75,16801,United Kingdom,3,-15
C548460,22425,ENAMEL COLANDER CREAM,-3,3/31/2011 11:58,4.95,16801,United Kingdom,3,-14.85
C548460,22413,METAL SIGN TAKE IT OR LEAVE IT ,-6,3/31/2011 11:58,2.95,16801,United Kingdom,3,-17.7
C548460,22366,DOORMAT AIRMAIL ,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22365,DOORMAT RESPECTABLE HOUSE,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22193,RED DINER WALL CLOCK,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,22192,BLUE DINER WALL CLOCK,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,22191,IVORY DINER WALL CLOCK,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,21908,CHOCOLATE THIS WAY METAL SIGN,-12,3/31/2011 11:58,2.1,16801,United Kingdom,3,-25.2
C548460,21903,MAN FLU METAL SIGN,-12,3/31/2011 11:58,2.1,16801,United Kingdom,3,-25.2
C548460,21877,HOME SWEET HOME MUG,-12,3/31/2011 11:58,1.25,16801,United Kingdom,3,-15
C548460,21873,IF YOU CAN'T STAND THE HEAT MUG,-12,3/31/2011 11:58,1.25,16801,United Kingdom,3,-15
C548460,21868,POTTING SHED TEA MUG,-12,3/31/2011 11:58,1.25,16801,United Kingdom,3,-15
C548460,21745,GAOLERS KEYS DECORATIVE GARDEN ,-4,3/31/2011 11:58,3.75,16801,United Kingdom,3,-15
C548460,21622,VINTAGE UNION JACK CUSHION COVER,-4,3/31/2011 11:58,4.95,16801,United Kingdom,3,-19.8
C548460,21523,DOORMAT FANCY FONT HOME SWEET HOME,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48194,DOORMAT HEARTS,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48188,DOORMAT WELCOME PUPPIES,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48187,DOORMAT NEW ENGLAND,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48185,DOORMAT FAIRY CAKE,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48184,DOORMAT ENGLISH ROSE ,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48138,DOORMAT UNION FLAG,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48129,DOORMAT TOPIARY,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,48111,DOORMAT 3 SMILEY CATS,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22990,COTTON APRON PANTRY DESIGN,-2,3/31/2011 11:58,4.95,16801,United Kingdom,3,-9.9
C548460,22980,PANTRY SCRUBBING BRUSH,-12,3/31/2011 11:58,1.65,16801,United Kingdom,3,-19.8
C548460,22979,PANTRY WASHING UP BRUSH,-12,3/31/2011 11:58,1.45,16801,United Kingdom,3,-17.4
C548460,22960,JAM MAKING SET WITH JARS,-6,3/31/2011 11:58,4.25,16801,United Kingdom,3,-25.5
C548460,22846,BREAD BIN DINER STYLE RED ,-1,3/31/2011 11:58,16.95,16801,United Kingdom,3,-16.95
C548460,22842,BISCUIT TIN VINTAGE RED,-2,3/31/2011 11:58,6.75,16801,United Kingdom,3,-13.5
C548460,22840,ROUND CAKE TIN VINTAGE RED,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22760,"TRAY, BREAKFAST IN BED",-1,3/31/2011 11:58,12.75,16801,United Kingdom,3,-12.75
C548460,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-4,3/31/2011 11:58,3.95,16801,United Kingdom,3,-15.8
C548460,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,3/31/2011 11:58,4.95,16801,United Kingdom,3,-14.85
C548460,22692,DOORMAT WELCOME TO OUR HOME,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22691,DOORMAT WELCOME SUNRISE,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22690,DOORMAT HOME SWEET HOME BLUE ,-2,3/31/2011 11:58,7.95,16801,United Kingdom,3,-15.9
C548460,22626,BLACK KITCHEN SCALES,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,22625,RED KITCHEN SCALES,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,22624,IVORY KITCHEN SCALES,-2,3/31/2011 11:58,8.5,16801,United Kingdom,3,-17
C548460,22457,NATURAL SLATE HEART CHALKBOARD ,-6,3/31/2011 11:58,2.95,16801,United Kingdom,3,-17.7
C548460,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,3/31/2011 11:58,4.95,16801,United Kingdom,3,-14.85
C548460,22430,ENAMEL WATERING CAN CREAM,-4,3/31/2011 11:58,4.95,16801,United Kingdom,3,-19.8
C548460,22429,ENAMEL MEASURING JUG CREAM,-4,3/31/2011 11:58,4.25,16801,United Kingdom,3,-17
C548460,22427,ENAMEL FLOWER JUG CREAM,-3,3/31/2011 11:58,5.95,16801,United Kingdom,3,-17.85
C548463,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-18,3/31/2011 12:11,5.95,13225,United Kingdom,3,-107.1
C548463,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-46,3/31/2011 12:11,5.95,13225,United Kingdom,3,-273.7
C548464,22846,BREAD BIN DINER STYLE RED ,-3,3/31/2011 12:14,14.95,13043,United Kingdom,3,-44.85
C548465,22776,SWEETHEART CAKESTAND 3 TIER,-23,3/31/2011 12:17,8.5,17526,United Kingdom,3,-195.5
C548467,22617,BAKING SET SPACEBOY DESIGN,-2,3/31/2011 12:20,4.95,16619,United Kingdom,3,-9.9
C548467,22502,PICNIC BASKET WICKER SMALL,-2,3/31/2011 12:20,5.95,16619,United Kingdom,3,-11.9
C548469,22624,IVORY KITCHEN SCALES,-4,3/31/2011 12:32,7.65,14543,United Kingdom,3,-30.6
C548469,21528,DAIRY MAID TRADITIONAL TEAPOT ,-2,3/31/2011 12:32,5.95,14543,United Kingdom,3,-11.9
C548469,21534,DAIRY MAID LARGE MILK JUG,-1,3/31/2011 12:32,4.95,14543,United Kingdom,3,-4.95
C548469,21781,MA CAMPAGNE CUTLERY BOX,-7,3/31/2011 12:32,12.75,14543,United Kingdom,3,-89.25
C548469,21843,RED RETROSPOT CAKE STAND,-1,3/31/2011 12:32,9.95,14543,United Kingdom,3,-9.95
C548469,M,Manual,-1,3/31/2011 12:32,12.75,14543,United Kingdom,3,-12.75
C548469,21258,VICTORIAN SEWING BOX LARGE,-4,3/31/2011 12:32,12.75,14543,United Kingdom,3,-51
C548469,22207,FRYING PAN UNION FLAG,-1,3/31/2011 12:32,4.25,14543,United Kingdom,3,-4.25
C548469,M,Manual,-2,3/31/2011 12:32,10.95,14543,United Kingdom,3,-21.9
C548469,22625,RED KITCHEN SCALES,-2,3/31/2011 12:32,7.65,14543,United Kingdom,3,-15.3
C548469,22627,MINT KITCHEN SCALES,-1,3/31/2011 12:32,0.76,14543,United Kingdom,3,-0.76
C548469,22624,IVORY KITCHEN SCALES,-4,3/31/2011 12:32,7.65,14543,United Kingdom,3,-30.6
C548471,22776,SWEETHEART CAKESTAND 3 TIER,-1,3/31/2011 12:38,9.95,14267,United Kingdom,3,-9.95
C548485,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,3/31/2011 12:50,2.95,14051,United Kingdom,3,-2.95
C548485,22698,PINK REGENCY TEACUP AND SAUCER,-2,3/31/2011 12:50,2.95,14051,United Kingdom,3,-5.9
C548487,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,3/31/2011 12:57,2.95,14952,United Kingdom,3,-2.95
C548487,22667,RECIPE BOX RETROSPOT ,-1,3/31/2011 12:57,2.95,14952,United Kingdom,3,-2.95
C548487,22637,PIGGY BANK RETROSPOT ,-8,3/31/2011 12:57,2.55,14952,United Kingdom,3,-20.4
C548488,22891,TEA FOR ONE POLKADOT,-1,3/31/2011 13:03,4.25,16638,United Kingdom,3,-4.25
C548495,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,3/31/2011 13:34,6.95,17075,United Kingdom,3,-6.95
C548495,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,3/31/2011 13:34,7.95,17075,United Kingdom,3,-7.95
C548495,71038,WHITE HANGING BEADS CANDLE HOLDER,-1,3/31/2011 13:34,5.45,17075,United Kingdom,3,-5.45
C548503,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,3/31/2011 14:23,3.75,14410,United Kingdom,3,-3.75
C548503,21539,RED RETROSPOT BUTTER DISH,-1,3/31/2011 14:23,4.95,14410,United Kingdom,3,-4.95
C548503,22070,SMALL RED RETROSPOT MUG IN BOX ,-1,3/31/2011 14:23,3.75,14410,United Kingdom,3,-3.75
C548503,22071,SMALL WHITE RETROSPOT MUG IN BOX ,-2,3/31/2011 14:23,3.75,14410,United Kingdom,3,-7.5
C548503,22649,STRAWBERRY FAIRY CAKE TEAPOT,-2,3/31/2011 14:23,4.95,14410,United Kingdom,3,-9.9
C548508,23176,ABC TREASURE BOOK BOX ,-1,3/31/2011 14:51,2.25,14189,United Kingdom,3,-2.25
C548513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,3/31/2011 15:54,2.55,13777,United Kingdom,3,-20.4
C548532,84406B,CREAM CUPID HEARTS COAT HANGER,-24,3/31/2011 17:16,4.15,14031,United Kingdom,3,-99.6
C548532,22423,REGENCY CAKESTAND 3 TIER,-48,3/31/2011 17:16,10.95,14031,United Kingdom,3,-525.6
C548532,82482,WOODEN PICTURE FRAME WHITE FINISH,-24,3/31/2011 17:16,2.55,14031,United Kingdom,3,-61.2
C548532,82494L,WOODEN FRAME ANTIQUE WHITE ,-96,3/31/2011 17:16,2.55,14031,United Kingdom,3,-244.8
C548532,21843,RED RETROSPOT CAKE STAND,-24,3/31/2011 17:16,9.95,14031,United Kingdom,3,-238.8
C548543,84949,SILVER HANGING T-LIGHT HOLDER,-2,3/31/2011 18:44,1.65,14525,United Kingdom,3,-3.3
C548543,M,Manual,-12,3/31/2011 18:44,3.75,14525,United Kingdom,3,-45
C548564,20750,RED RETROSPOT MINI CASES,-1,4/1/2011 10:22,7.95,12616,France,4,-7.95
C548573,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-8,4/1/2011 10:45,12.75,15045,United Kingdom,4,-102
C548576,84632,DECORATIVE HANGING SHELVING UNIT,-1,4/1/2011 10:46,59.95,15696,United Kingdom,4,-59.95
C548576,22487,WHITE WOOD GARDEN PLANT LADDER,-1,4/1/2011 10:46,9.95,15696,United Kingdom,4,-9.95
C548576,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1,4/1/2011 10:46,4.25,15696,United Kingdom,4,-4.25
C548577,21154,RED RETROSPOT OVEN GLOVE ,-200,4/1/2011 10:46,1.06,13694,United Kingdom,4,-212
C548577,21873,IF YOU CAN'T STAND THE HEAT MUG,-72,4/1/2011 10:46,1.06,13694,United Kingdom,4,-76.32
C548577,22659,LUNCH BOX I LOVE LONDON,-64,4/1/2011 10:46,1.65,13694,United Kingdom,4,-105.6
C548577,21155,RED RETROSPOT PEG BAG,-200,4/1/2011 10:46,2.1,13694,United Kingdom,4,-420
C548577,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-96,4/1/2011 10:46,1.25,13694,United Kingdom,4,-120
C548607,22637,PIGGY BANK RETROSPOT ,-1,4/1/2011 11:20,2.55,16700,United Kingdom,4,-2.55
C548609,21277,FRENCH STYLE EMBOSSED HEART CABINET,-1,4/1/2011 11:22,21.95,15589,United Kingdom,4,-21.95
C548625,21463,MIRRORED DISCO BALL ,-2,4/1/2011 12:14,5.95,13078,United Kingdom,4,-11.9
C548626,22193,RED DINER WALL CLOCK,-1,4/1/2011 12:16,8.5,15622,United Kingdom,4,-8.5
C548628,21820,GLITTER HEART GARLAND WITH BELLS ,-6,4/1/2011 12:19,3.75,13184,United Kingdom,4,-22.5
C548647,37449,CERAMIC CAKE STAND + HANGING CAKES,-3,4/1/2011 13:17,9.95,12888,United Kingdom,4,-29.85
C548667,22231,JIGSAW TREE WITH BIRDHOUSE,-15,4/1/2011 15:00,1.45,12781,Czech Republic,4,-21.75
C548667,84459A,PINK METAL CHICKEN HEART ,-24,4/1/2011 15:00,1.49,12781,Czech Republic,4,-35.76
C548695,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,4/3/2011 10:08,6.95,17243,United Kingdom,4,-6.95
C548695,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,4/3/2011 10:08,8.95,17243,United Kingdom,4,-8.95
C548695,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,4/3/2011 10:08,9.95,17243,United Kingdom,4,-9.95
C548713,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-3,4/3/2011 14:53,0.85,17337,United Kingdom,4,-2.55
C548713,22087,PAPER BUNTING WHITE LACE,-12,4/3/2011 14:53,2.95,17337,United Kingdom,4,-35.4
C548713,21877,HOME SWEET HOME MUG,-1,4/3/2011 14:53,1.25,17337,United Kingdom,4,-1.25
C548717,22418,10 COLOUR SPACEBOY PEN,-24,4/4/2011 8:50,0.85,16297,United Kingdom,4,-20.4
C548721,21714,CITRONELLA CANDLE GARDEN POT,-4,4/4/2011 8:59,1.25,12957,United Kingdom,4,-5
C548721,21713,CITRONELLA CANDLE FLOWERPOT,-2,4/4/2011 8:59,2.1,12957,United Kingdom,4,-4.2
C548722,22960,JAM MAKING SET WITH JARS,-2,4/4/2011 9:00,4.25,13481,United Kingdom,4,-8.5
C548723,72741,GRAND CHOCOLATECANDLE,-3,4/4/2011 9:02,1.45,15874,United Kingdom,4,-4.35
C548723,20830,SILVER PHOTO FRAME,-1,4/4/2011 9:02,2.1,15874,United Kingdom,4,-2.1
C548723,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,4/4/2011 9:02,0.65,15874,United Kingdom,4,-0.65
C548723,82482,WOODEN PICTURE FRAME WHITE FINISH,-1,4/4/2011 9:02,2.55,15874,United Kingdom,4,-2.55
C548723,85063,CREAM SWEETHEART MAGAZINE RACK,-1,4/4/2011 9:02,16.95,15874,United Kingdom,4,-16.95
C548724,22690,DOORMAT HOME SWEET HOME BLUE ,-2,4/4/2011 9:04,7.95,15632,United Kingdom,4,-15.9
C548727,22325,MOBILE VINTAGE HEARTS ,-2,4/4/2011 9:45,4.95,17725,United Kingdom,4,-9.9
C548727,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-2,4/4/2011 9:45,1.95,17725,United Kingdom,4,-3.9
C548729,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,4/4/2011 9:57,1.65,12434,Australia,4,-13.2
C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/2011 10:12,2.55,12755,Japan,4,-1591.2
C548738,22302,COFFEE MUG PEARS  DESIGN,-6,4/4/2011 11:22,2.55,14711,United Kingdom,4,-15.3
C548738,22303,COFFEE MUG APPLES DESIGN,-6,4/4/2011 11:22,2.55,14711,United Kingdom,4,-15.3
C548748,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-16,4/4/2011 12:28,0.65,15223,United Kingdom,4,-10.4
C548748,22960,JAM MAKING SET WITH JARS,-6,4/4/2011 12:28,4.25,15223,United Kingdom,4,-25.5
C548748,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-4,4/4/2011 12:28,3.95,15223,United Kingdom,4,-15.8
C548748,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,4/4/2011 12:28,2.95,15223,United Kingdom,4,-17.7
C548748,22654,DELUXE SEWING KIT ,-6,4/4/2011 12:28,5.95,15223,United Kingdom,4,-35.7
C548748,22423,REGENCY CAKESTAND 3 TIER,-8,4/4/2011 12:28,12.75,15223,United Kingdom,4,-102
C548748,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,4/4/2011 12:28,1.25,15223,United Kingdom,4,-15
C548748,22149,FELTCRAFT 6 FLOWER FRIENDS,-6,4/4/2011 12:28,2.1,15223,United Kingdom,4,-12.6
C548748,21937,STRAWBERRY   PICNIC BAG,-5,4/4/2011 12:28,2.95,15223,United Kingdom,4,-14.75
C548748,21931,JUMBO STORAGE BAG SUKI,-10,4/4/2011 12:28,2.08,15223,United Kingdom,4,-20.8
C548748,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,4/4/2011 12:28,0.55,15223,United Kingdom,4,-13.2
C548748,21172,PARTY METAL SIGN ,-12,4/4/2011 12:28,1.45,15223,United Kingdom,4,-17.4
C548830,M,Manual,-1,4/4/2011 13:08,162.6,12744,Singapore,4,-162.6
C548830,M,Manual,-1,4/4/2011 13:08,2382.92,12744,Singapore,4,-2382.92
C548830,M,Manual,-1,4/4/2011 13:08,239.3,12744,Singapore,4,-239.3
C548830,M,Manual,-1,4/4/2011 13:08,1252.95,12744,Singapore,4,-1252.95
C548834,M,Manual,-1,4/4/2011 13:09,2053.07,12744,Singapore,4,-2053.07
C548851,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,4/4/2011 13:14,5.95,15311,United Kingdom,4,-5.95
C548851,21313,GLASS HEART T-LIGHT HOLDER ,-1,4/4/2011 13:14,0.64,15311,United Kingdom,4,-0.64
C548851,21314,SMALL GLASS HEART TRINKET POT,-10,4/4/2011 13:14,1.85,15311,United Kingdom,4,-18.5
C548857,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,4/4/2011 13:28,5.95,15311,United Kingdom,4,-5.95
C548857,21314,SMALL GLASS HEART TRINKET POT,-10,4/4/2011 13:28,1.85,15311,United Kingdom,4,-18.5
C548857,21313,GLASS HEART T-LIGHT HOLDER ,-1,4/4/2011 13:28,0.64,15311,United Kingdom,4,-0.64
C548866,20681,PINK POLKADOT CHILDRENS UMBRELLA,-1,4/4/2011 14:09,3.25,14606,United Kingdom,4,-3.25
C548866,22311,OFFICE MUG WARMER BLACK+SILVER ,-1,4/4/2011 14:09,2.95,14606,United Kingdom,4,-2.95
C548891,22727,ALARM CLOCK BAKELIKE RED ,-1,4/4/2011 15:34,3.75,13418,United Kingdom,4,-3.75
C548906,85131A,BEADED PEARL HEART WHITE ON STICK,-6,4/5/2011 8:24,1.25,13636,United Kingdom,4,-7.5
C548908,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-1,4/5/2011 8:25,4.25,18108,United Kingdom,4,-4.25
C548908,21314,SMALL GLASS HEART TRINKET POT,-1,4/5/2011 8:25,2.1,18108,United Kingdom,4,-2.1
C548914,M,Manual,-1,4/5/2011 9:46,1136.3,12669,France,4,-1136.3
C548915,22993,SET OF 4 PANTRY JELLY MOULDS,-12,4/5/2011 9:53,1.25,12668,Germany,4,-15
C548915,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-12,4/5/2011 9:53,1.65,12668,Germany,4,-19.8
C548941,85178,VICTORIAN SEWING KIT,-48,4/5/2011 10:32,1.25,15061,United Kingdom,4,-60
C548947,22152,PLACE SETTING WHITE STAR,-1,4/5/2011 10:45,0.42,14546,United Kingdom,4,-0.42
C548947,21143,ANTIQUE GLASS HEART DECORATION ,-1,4/5/2011 10:45,1.95,14546,United Kingdom,4,-1.95
C548947,21314,SMALL GLASS HEART TRINKET POT,-1,4/5/2011 10:45,2.1,14546,United Kingdom,4,-2.1
C548947,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,4/5/2011 10:45,2.95,14546,United Kingdom,4,-2.95
C548947,22180,RETROSPOT LAMP,-1,4/5/2011 10:45,9.95,14546,United Kingdom,4,-9.95
C548972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,4/5/2011 11:42,2.95,15674,United Kingdom,4,-17.7
C548972,84832,ZINC WILLIE WINKIE  CANDLE STICK,-12,4/5/2011 11:42,0.85,15674,United Kingdom,4,-10.2
C548972,84817,DANISH ROSE DECORATIVE PLATE,-6,4/5/2011 11:42,2.1,15674,United Kingdom,4,-12.6
C548972,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,4/5/2011 11:42,3.75,15674,United Kingdom,4,-15
C548972,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-4,4/5/2011 11:42,3.75,15674,United Kingdom,4,-15
C548972,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-48,4/5/2011 11:42,0.29,15674,United Kingdom,4,-13.92
C548972,47566,PARTY BUNTING,-8,4/5/2011 11:42,4.95,15674,United Kingdom,4,-39.6
C548972,22784,LANTERN CREAM GAZEBO ,-3,4/5/2011 11:42,4.95,15674,United Kingdom,4,-14.85
C548972,22698,PINK REGENCY TEACUP AND SAUCER,-6,4/5/2011 11:42,2.95,15674,United Kingdom,4,-17.7
C548972,22502,PICNIC BASKET WICKER SMALL,-4,4/5/2011 11:42,5.95,15674,United Kingdom,4,-23.8
C548972,22457,NATURAL SLATE HEART CHALKBOARD ,-6,4/5/2011 11:42,2.95,15674,United Kingdom,4,-17.7
C548972,22423,REGENCY CAKESTAND 3 TIER,-3,4/5/2011 11:42,12.75,15674,United Kingdom,4,-38.25
C548972,22386,JUMBO BAG PINK POLKADOT,-10,4/5/2011 11:42,1.95,15674,United Kingdom,4,-19.5
C548972,22385,JUMBO BAG SPACEBOY DESIGN,-10,4/5/2011 11:42,1.95,15674,United Kingdom,4,-19.5
C548972,22197,SMALL POPCORN HOLDER,-12,4/5/2011 11:42,0.85,15674,United Kingdom,4,-10.2
C548972,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,4/5/2011 11:42,0.55,15674,United Kingdom,4,-13.2
C548972,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,4/5/2011 11:42,1.45,15674,United Kingdom,4,-17.4
C548972,21929,JUMBO BAG PINK VINTAGE PAISLEY,-10,4/5/2011 11:42,1.95,15674,United Kingdom,4,-19.5
C548972,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-10,4/5/2011 11:42,1.95,15674,United Kingdom,4,-19.5
C548976,84766,SILVER ROCOCO CANDLE STICK,-2,4/5/2011 11:50,5.95,17725,United Kingdom,4,-11.9
C548976,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-7,4/5/2011 11:50,1.95,17725,United Kingdom,4,-13.65
C548976,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-7,4/5/2011 11:50,1.95,17725,United Kingdom,4,-13.65
C548982,84816,DANISH ROSE BEDSIDE CABINET,-1,4/5/2011 12:27,39.95,15018,United Kingdom,4,-39.95
C548995,21155,RED RETROSPOT PEG BAG,-1,4/5/2011 14:08,2.55,17841,United Kingdom,4,-2.55
C548995,71053,WHITE METAL LANTERN,-1,4/5/2011 14:08,3.75,17841,United Kingdom,4,-3.75
C548995,47594B,SCOTTIES DESIGN WASHBAG,-1,4/5/2011 14:08,1.95,17841,United Kingdom,4,-1.95
C548995,22788,BROCANTE COAT RACK,-2,4/5/2011 14:08,9.95,17841,United Kingdom,4,-19.9
C548995,22356,CHARLOTTE BAG PINK POLKADOT,-1,4/5/2011 14:08,0.85,17841,United Kingdom,4,-0.85
C549013,22727,ALARM CLOCK BAKELIKE RED ,-1,4/5/2011 14:52,3.75,15648,United Kingdom,4,-3.75
C549019,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,4/5/2011 15:22,12.75,12474,Germany,4,-12.75
C549019,22467,GUMBALL COAT RACK,-1,4/5/2011 15:22,2.55,12474,Germany,4,-2.55
C549019,22258,FELT FARM ANIMAL RABBIT,-1,4/5/2011 15:22,1.25,12474,Germany,4,-1.25
C549019,22233,JIGSAW RABBIT AND BIRDHOUSE,-2,4/5/2011 15:22,1.65,12474,Germany,4,-3.3
C549019,22230,JIGSAW TREE WITH WATERING CAN,-2,4/5/2011 15:22,0.85,12474,Germany,4,-1.7
C549039,22727,ALARM CLOCK BAKELIKE RED ,-2,4/5/2011 17:16,3.75,17675,United Kingdom,4,-7.5
C549041,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-1,4/5/2011 17:22,1.65,17644,United Kingdom,4,-1.65
C549041,21156,RETROSPOT CHILDRENS APRON,-8,4/5/2011 17:22,1.95,17644,United Kingdom,4,-15.6
C549041,21039,RED RETROSPOT SHOPPING BAG,-6,4/5/2011 17:22,2.55,17644,United Kingdom,4,-15.3
C549045,22424,ENAMEL BREAD BIN CREAM,-1,4/6/2011 9:25,12.75,14407,United Kingdom,4,-12.75
C549049,22087,PAPER BUNTING WHITE LACE,-1,4/6/2011 10:15,2.55,17677,United Kingdom,4,-2.55
C549050,15056BL,EDWARDIAN PARASOL BLACK,-2,4/6/2011 10:17,5.95,13767,United Kingdom,4,-11.9
C549050,21314,SMALL GLASS HEART TRINKET POT,-3,4/6/2011 10:17,2.1,13767,United Kingdom,4,-6.3
C549051,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,4/6/2011 10:17,16.95,14747,United Kingdom,4,-33.9
C549098,21399,BLUE POLKADOT COFFEE MUG,-14,4/6/2011 11:06,0.39,12481,Germany,4,-5.46
C549162,22960,JAM MAKING SET WITH JARS,-1,4/6/2011 17:16,4.25,17438,United Kingdom,4,-4.25
C549162,21844,RED RETROSPOT MUG,-2,4/6/2011 17:16,2.95,17438,United Kingdom,4,-5.9
C549184,37342,POLKADOT COFFEE CUP & SAUCER PINK,-27,4/7/2011 9:28,0.79,12428,Finland,4,-21.33
C549184,21394,RED POLKADOT BEAKER ,-2,4/7/2011 9:28,0.39,12428,Finland,4,-0.78
C549191,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,4/7/2011 10:15,2.55,16422,United Kingdom,4,-102
C549230,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,4/7/2011 10:59,1.25,12949,United Kingdom,4,-15
C549252,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,4/7/2011 12:18,2.55,16584,United Kingdom,4,-7.65
C549252,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,4/7/2011 12:18,2.55,16584,United Kingdom,4,-7.65
C549252,22667,RECIPE BOX RETROSPOT ,-5,4/7/2011 12:18,2.55,16584,United Kingdom,4,-12.75
C549253,22727,ALARM CLOCK BAKELIKE RED ,-1,4/7/2011 12:20,3.75,12408,Belgium,4,-3.75
C549253,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,4/7/2011 12:20,3.75,12408,Belgium,4,-3.75
C549253,20712,JUMBO BAG WOODLAND ANIMALS,-1,4/7/2011 12:20,2.08,12408,Belgium,4,-2.08
C549253,22466,FAIRY TALE COTTAGE NIGHTLIGHT,-1,4/7/2011 12:20,1.95,12408,Belgium,4,-1.95
